4435,1522,144
4435,1506,172
4435,1484,157
4435,1489,160
4435,1520,155
4435,1525,140
4435,1524,159
4435,1481,150
4435,1507,171
4435,1505,181
4435,1519,216
4435,1511,229
4435,1516,244
4435,1528,254
4435,1533,235
4435,1515,238
4435,1567,298
4435,1579,339
4435,1566,350
4435,1569,360
4435,1568,388
4435,1480,418
4435,1494,417
4435,1489,442
4435,1506,452
4435,1524,460
4435,1547,453
4435,1544,471
4435,1593,474
4435,1607,509
4435,1579,522
4435,1573,538
4435,1539,557
4435,1607,558
4435,1612,567
4435,1604,594
4435,1620,600
4435,1578,620
4435,1575,624
4435,1584,639
4435,1590,614
4435,1573,632
4435,1570,625
4435,1583,613
4435,1594,586
4435,1594,606
4435,1608,560
4435,1594,589
4435,1555,540
4435,1538,542
4435,1579,515
4435,1537,514
4435,1541,533
4435,1535,547
4435,1522,568
4435,1521,582
4435,1524,568
4435,1523,549
4435,1522,557
4435,1520,565
4435,1514,580
4435,1513,587
4435,1500,585
4435,1462,592
4435,1482,598
4435,1387,618
4435,1370,622
4435,1382,621
4435,1375,636
4435,1358,623
4435,1326,576
4435,1339,613
4435,1329,608
4435,1319,607
4435,1317,600
4435,1329,621
4435,1340,603
4435,1348,612
4435,1344,621
4435,1356,631
4435,1347,636
4435,1347,643
4435,1375,652
4435,1377,697
4435,1377,741
4435,1340,750
4435,1334,669
4435,1315,698
4435,1309,697
4435,1315,696
4435,1282,727
4435,1269,681
4435,1252,734
4435,1289,713
4435,1239,752
4435,1245,760
4435,1264,735
4435,1271,706
4435,1271,708
4435,1267,717
4435,1269,728
4435,1267,740
4435,1264,783
4435,1261,778
4435,1261,787
4435,1257,830
4435,1249,835
4435,1255,841
4435,1251,852
4435,1248,866
4435,1252,850
4435,1251,859
4435,1242,865
4435,1236,878
4435,1245,887
4435,1234,893
4435,1242,908
4435,1232,918
4435,1164,894
4435,1151,904
4435,1152,917
4435,1147,934
4435,1143,940
4435,1146,944
4435,1136,950
4435,1143,985
4435,1136,976
4435,1136,918
4435,1122,929
4435,1154,927
4435,1156,939
4435,1173,985
4435,1207,942
4435,1210,947
4435,1200,953
4435,1202,956
4435,1203,958
4435,1188,967
4435,1196,962
4435,1186,967
4435,1185,970
4435,1193,964
4435,1200,955
4435,1197,964
4435,1192,966
4435,1185,976
4435,1188,981
4435,1176,935
4435,1167,948
4435,1171,951
4435,1170,947
4435,1170,952
4435,1168,963
4435,1158,967
4435,1156,968
4435,1151,982
4435,1153,983
4435,1148,979
4435,1154,977
4435,1153,984
4435,1151,962
4435,1164,905
4435,1159,912
4435,1157,950
4435,1127,973
4435,1063,930
4435,1063,932
4435,1058,941
4435,1057,948
4435,1061,946
4435,1060,951
4435,1060,952
4435,1055,952
4435,1054,955
4435,1056,953
4435,1052,965
4435,1052,972
4435,1053,975
4435,1049,975
4435,1050,976
4435,1053,976
4435,1049,980
4435,1047,980
4435,1050,983
4435,1052,983
4435,1052,983
4435,1056,985
4435,1053,985
4435,1056,988
4435,1053,988
4435,1054,990
4435,1056,991
4435,1056,992
4435,1053,992
4435,1053,992
4435,1054,994
4435,1055,993
4435,1054,995
4435,1055,996
4435,1055,995
4435,1058,994
4435,1056,995
4435,1056,996
4435,1060,997
4435,1064,997
4435,1064,997
4435,1060,997
4435,1065,997
4435,1064,997
4435,1066,998
4435,1060,998
4435,1063,998
4435,1055,998
4435,1055,997
4435,1052,998
4435,1056,998
4435,1057,998
4435,1053,999
4435,1056,999
4435,1057,999
4435,1055,997
4435,1055,999
4435,1056,999
4435,1057,999
4435,1065,1000
4435,1065,1000
4435,1055,1000
4435,1055,1001
4435,1055,1001
4435,1058,1000
4435,1058,999
4435,1055,1000
4435,1060,1000
4435,1060,1001
4435,1059,1001
4435,1059,1002
4435,1060,1002
4435,1060,1003
4435,1056,1000
4435,1054,1001
4435,1060,1003
4435,1055,1003
4435,1056,1003
4435,1055,1003
4435,1054,1002
4435,1054,1003
4435,1057,1003
4435,1057,1003
4435,1057,1003
4435,1057,1003
4435,1058,1003
4435,1059,1003
4435,1059,1004
4435,1059,1004
4435,1058,1004
4435,1054,1004
4435,1060,1004
4435,1060,1004
4435,1060,1004
4435,1057,1004
4435,1055,1004
4435,1055,1003
4435,1055,1003
4435,1055,1003
4435,1055,1004
4435,1055,1003
4435,1056,1004
4435,1055,1005
4435,1056,1005
4435,1054,1005
4435,1052,1005
4435,1055,1005
4435,1055,1004
4435,1055,1005
4435,1055,1005
4435,1055,1004
4435,1055,1004
4435,1055,1004
4435,1048,1004
4435,1052,1005
4435,1054,1005
4435,1054,1005
4435,1050,1005
4435,1054,1005
4435,1054,1005
4435,1058,1006
4435,1055,1005
4435,1055,1005
4435,1055,1007
4435,1054,1007
4435,1048,1007
4435,1053,1007
4435,1051,1007
4435,1051,1008
4435,1051,1007
4435,1055,1008
4725,1156,289
4725,1155,293
4725,1150,308
4725,1152,306
4725,1153,322
4725,1151,326
4725,1146,339
4725,1167,343
4725,1156,362
4725,1152,415
4725,1147,353
4725,1146,383
4725,1119,377
4725,1116,385
4725,1120,409
4725,1115,410
4725,1197,459
4725,1180,474
4725,1171,498
4725,1173,509
4725,1170,512
4725,1168,508
4725,1196,484
4725,1197,486
4725,1192,497
4725,1211,488
4725,1197,511
4725,1188,518
4725,1222,553
4725,1208,576
4725,1218,569
4725,1184,597
4725,1190,603
4725,1190,615
4725,1185,617
4725,1187,620
4725,1194,624
4725,1187,648
4725,1205,657
4725,1228,677
4725,1201,693
4725,1187,693
4725,1193,627
4725,1159,647
4725,1147,603
4725,1134,613
4725,1139,628
4725,1142,642
4725,1148,647
4725,1123,572
4725,1108,567
4725,1124,570
4725,1089,566
4725,1147,625
4725,1152,625
4725,1157,642
4725,1164,662
4725,1159,602
4725,1162,590
4725,1171,594
4725,1168,605
4725,1138,574
4725,1135,594
4725,1148,610
4725,1180,594
4725,1181,597
4725,1173,595
4725,1188,597
4725,1185,604
4725,1174,620
4725,1150,626
4725,1150,633
4725,1152,665
4725,1151,672
4725,1150,678
4725,1152,716
4725,1147,733
4725,1220,741
4725,1223,777
4725,1205,719
4725,1206,725
4725,1201,750
4725,1129,753
4725,1134,756
4725,1135,767
4725,1155,741
4725,1140,775
4725,1143,799
4725,1141,759
4725,1105,688
4725,1082,676
4725,1080,684
4725,1142,636
4725,1077,667
4725,1072,712
4725,1140,717
4725,1142,700
4725,1082,687
4725,1083,697
4725,1116,761
4725,1066,722
4725,1069,728
4725,1071,728
4725,1068,729
4725,1070,730
4725,1070,732
4725,1071,733
4725,1070,732
4725,1081,737
4725,1071,714
4725,1070,733
4725,1072,735
4725,1072,735
4725,1072,733
4725,1071,735
4725,1071,734
4725,1071,733
4725,1071,732
4725,1070,735
4725,1073,737
4725,1073,737
4725,1070,738
4725,1073,736
4725,1073,738
4725,1073,738
4725,1073,737
4725,1073,738
4725,1073,738
4725,1073,739
4725,1067,738
4725,1067,738
4725,1069,724
4725,1067,722
4725,1066,739
4725,1066,742
4725,1067,728
4725,1065,744
4725,1067,744
4725,1065,746
4725,1065,746
4725,1066,745
4725,1067,745
4725,1067,744
4725,1067,742
4725,1069,722
4725,1066,745
4725,1066,746
4725,1068,746
4725,1068,746
4725,1068,747
4725,1067,747
4725,1067,747
4725,1067,747
4725,1067,747
4725,1066,749
4725,1066,749
4725,1067,749
4725,1067,748
4725,1067,748
4725,1068,729
4725,1068,729
4725,1067,750
4725,1068,729
4725,1068,733
4725,1068,732
4725,1068,733
4725,1068,731
4725,1068,729
4725,1068,731
4725,1069,731
4725,1069,733
4725,1068,750
4725,1068,749
4725,1069,730
4725,1069,733
4725,1069,733
4725,1069,732
4725,1069,732
4725,1069,733
4725,1070,730
4725,1070,732
4725,1070,732
4725,1070,733
4725,1070,734
4725,1070,734
4725,1070,751
4725,1071,733
4725,1070,732
4725,1070,732
4725,1070,732
4725,1070,733
4754,613,103
4754,571,175
4754,559,191
4754,625,151
4754,609,158
4754,599,107
4754,605,174
4754,604,146
4754,592,109
4754,590,123
4754,592,134
4754,599,146
4754,607,158
4754,590,178
4754,591,189
4754,647,175
4754,690,123
4754,718,92
4754,724,86
4754,725,83
4754,726,85
4754,726,84
4754,725,83
4754,724,89
4754,730,83
4754,726,106
4754,730,119
4754,730,114
4754,730,75
4754,729,83
4754,730,98
4754,730,99
4754,729,123
4754,686,110
4754,688,116
4754,686,81
4754,673,105
4754,678,111
4754,685,116
4754,689,121
4754,681,129
4754,680,117
4754,682,134
4754,736,104
4754,678,69
4754,673,52
4754,672,48
4754,673,53
4754,677,52
4754,671,72
4754,670,90
4754,676,110
4754,677,123
4754,718,132
4754,724,126
4754,717,114
4754,709,128
4754,754,89
4754,735,98
4754,741,114
4754,718,134
4754,720,142
4754,751,122
4754,754,156
4754,755,107
4754,742,97
4754,743,111
4754,741,123
4754,740,169
4754,743,189
4754,740,184
4754,741,185
4754,740,193
4754,754,198
4754,761,178
4754,741,89
4754,740,107
4754,755,136
4754,767,129
4754,709,142
4754,728,156
4754,728,169
4754,727,177
4754,649,150
4754,613,126
4754,617,94
4754,614,139
4754,602,153
4754,581,121
4754,647,167
4754,665,157
4754,677,166
4754,668,187
